	TeamName	Annotation
27964	На полную катушку	, -, , , , , , , 
27965	А был ли мальчик?	, -, , , , , , , 
27966	Парамедики	, -, , , , , , , 
27967	Хоббиты не пришли	, Хоббиты, , , , , , , 
27968	По колено	, -, , , , , , , 
27969	Автобиз	, -, , , , , , , 
27970	Дебил Джек	, Капитан Джек, , , , , , , 
27971	Бумеранг бобра	, Бумеранг добра, , , , , , , 
27972	Хлебные крошки	, -, , , , , , , 
27973	Люксовые	, -, , , , , , , 
27974	Джуманджи	, -, , , , , , , 
27975	Рождённые с снегах	, -, , , , , , , 
27976	Не Эрмитаж!	, -, , , , , , , 
27977	Двоичные антилопы	, Антилопы, , , , , , , 
27978	Ладно, придём!	, -, , , , , , , 
27979	Трезвая вишня	, Пьяная вишня , , , , , , , 
27980	Лунная призма	, -, , , , , , , 
27981	Манго освобожденный	, Джанго освобожденный , , , , , , , 
27982	Заруби себе на носу	, -, , , , , , , 
27983	Летучая тыква	, Летучая мышь, , , , , , , 
27984	СВОЯ	, -, , , , , , , 
27985	Аристократы рабочего класса	, -, , , , , , , 
27986	HCOONa Matata	, Акуна Матата , , , , , , , 
27987	Спасильники 2	, Спасатели, , , , , , , 
27988	Какого маракуйя?	, Какого фига?, , , , , , , 
27989	Шутка удалась	, -, , , , , , , 
27990	Подниматели пингвинов	, Переворачивали пингвинов , , , , , , , 
27991	Бедный Иорик	, -, , , , , , , 
27992	Вилизиев круг	, Гордиев круг, , , , , , , 
27993	Георг Карлович	, Георг Отс, , , , , , , 
27994	Хьюстон, у нас пробелы	, -, , , , , , , 
27995	Двое в квартине не считая кошки	, Трое в лодке не считая собаки , , , , , , , 
27996	Логика	, -, , , , , , , 
27997	Фатагуль	, В чем вина Фатмагуль?, , , , , , , 
27998	Ганнибал Ленка	, Ганнибал Лектер, , , , , , , 
27999	Топ-топ	, -, , , , , , , 
28000	Унесенные феном	, Унесенные ветром , , , , , , , 
28001	Бухта Барахты	, Бухты Барахты, , , , , , , 
28002	Валар Дукалис	, Валар Дозаэрис, , , , , , , 
28003	Семен Семеныч!	, -, , , , , , , 
28004	50 оттенков серого вещества	, 50 оттенков серого , , , , , , , 
28005	Таинственный лес	, -, , , , , , , 
28006	Хвоя	, -, , , , , , , 
28007	Global	, -, , , , , , , 
28008	Гадя Петрович Хренова	, -, , , , , , , 
28009	Хогвартс-экспресс	, -, , , , , , , 
28010	Палата 6	, -, , , , , , , 
28011	Антон, Скворцова запиши	, Антон Скворцов, , , , , , , 
28012	Ой, всё! 	, -, , , , , , , 
28013	Кот на крыше	, -, , , , , , , 
28014	Трандуил в Поисках Кольца	, Властелин колец , , , , , , , 
28015	Холостячки и одна неточно	, Синдром холостячки, , , , , , , 
28016	Нежно Можно	, Немножко можно , , , , , , , 
28017	Дзикая стая	, Дикая стая , , , , , , , 
28018	ЭкасВин	, Ekaswin, , , , , , , 
28019	С Сюрпризом	, -, , , , , , , 
28020	Лена не против	, -, , , , , , , 
28021	Втертая дичь	, Ты втираешь мне какую то дичь, , , , , , , 
28022	Истерика	, -, , , , , , , 
28023	Freedom Finance	, -, , , , , , , 
28024	Просто красивые	, -, , , , , , , 
28025	Крабстеры	, Лобстеры, , , , , , , 
28026	Исключение из правил	, -, , , , , , , 
28027	Автогол	, -, , , , , , , 
28028	Моряки и Художники	, -, , , , , , , 
28029	Подорожники	, -, , , , , , , 
28030	Чей-то папа	, -, , , , , , , 
28031	магниты	, -, , , , , , , 
28032	НО ЭТО НЕ ТОЧНО	, -, , , , , , , 
28033	Думай Давай	, -, , , , , , , 
28034	Сербское кино	, Сербский фильм , , , , , , , 
28035	35 ешё не повод	, 35 ещё не возраст , , , , , , , 
28036	ПТУ им. Ольги Бузовой	, -, , , , , , , 
28037	Дети кукурузы	, -, , , , , , , 
28038	Угольная гора	, -, , , , , , , 
28039	Новые Тоболяки	, Новости Тобольска, , , , , , , 
28040	Real English	, -, , , , , , , 
28041	Повторите, пожалуйста,вопрос 	, -, , , , , , , 
28042	ЯМГ	, ОМГ, , , , , , , 
28043	Клуб по интересам	, -, , , , , , , 
28044	Взгляд сквозь Оливье	, Взгляд сквозь пальцы , , , , , , , 
28045	Дримтим	, -, , , , , , , 
28046	Just Friends	, -, , , , , , , 
28047	Крёстные дети	, -, , , , , , , 
28048	GROZA	, -, , , , , , , 
28049	Так и оставим	, -, , , , , , , 
28050	Женская консультация	, -, , , , , , , 
28051	P.S.	, -, , , , , , , 
28052	Робiм Гуд	, Робин Гуд, , , , , , , 
28053	Адвентисты 7-го дня	, -, , , , , , , 
28054	Rukkilill (Василек)	, -, , , , , , , 
28055	Непромокаемые беляши	, Непромокаемые сапоги, , , , , , , 
28056	Вакуум мозга	, Wikium, , , , , , , 
28057	Тристаграм.ком	, Инстаграм ком , , , , , , , 
28058	ЗверьYEAH	, Зверев, , , , , , , 
28059	Сиреневый WI-FI	, Бесплатный Wi-Fi , , , , , , , 
28060	Хулахуп	, -, , , , , , , 
28061	Три пушистых жопки	, Три пушистых хвостика, , , , , , , 
28062	Ромашки-Латышки	, Ромашки , , , , , , , 
28063	Тюлитка и Улень	, Улитка и тюлень , , , , , , , 
28064	Чакры Чемберлена	, Чакры человека , , , , , , , 
28065	Великая сила капусты	, -, , , , , , , 
28066	Хроники Гудвина	, Хроники Риддика, , , , , , , 
28067	Мыу-Мыу	, Мяц-мяу , , , , , , , 
28068	Konstantin Sokoloff	, -, , , , , , , 
28069	"Бручилки: ""Бамболейло!"""	, -, , , , , , , 
28070	Machu Picchu	, Мачу- Пикчу, , , , , , , 
28071	Я не знал что ей 12	, Я не знал что ей нет 18, , , , , , , 
28072	Инфантильные дикобразы	, Дикобразы, , , , , , , 
28073	Везучий случай	, Плохой случай , , , , , , , 
28074	Пупочек	, -, , , , , , , 
28075	Попа как орех	, -, , , , , , , 
28076	Мэйбл Пайнс	, -, , , , , , , 
28077	Без даты календарь	, -, , , , , , , 
28078	Луна в овне	, Луна в окне, , , , , , , 
28079	МозгоКлюйка	, -, , , , , , , 
28080	Техасская ГРЭС	, Тезасская резня бензопилой , , , , , , , 
28081	OK,GOOGLE 	, -, , , , , , , 
28082	Бригада Максима Гришина	, -, , , , , , , 
28083	Толстая Моника	, Моика Белучи , , , , , , , 
28084	Веселый вомбат	, Весёлый комбат , , , , , , , 
28085	Нейронные связи	, -, , , , , , , 
28086	Спутанные состояния	, Квантовая запутаеность , , , , , , , 
28087	Ёжкин_Кот	, Ешкин кот, , , , , , , 
28088	Ксюша приехала	, -, , , , , , , 
28089	Елки	, -, , , , , , , 
28090	ОйФсё	, -, , , , , , , 
28091	Наука и насилие	, -, , , , , , , 
28092	Исландский вулкан лайт	, Эйяфьядлайёкюдль, , , , , , , 
28093	Вихрь наслаждений 	, Ветер перемен , , , , , , , 
28094	Веселые А.	, Весылые , , , , , , , 
28095	Шерлоки	, Шерлок холмс и доктор Ватсон , , , , , , , 
28096	IQ Банда	, -, , , , , , , 
28097	13 шизофреников	, Шизофрения в 13, , , , , , , 
28098	100 человек	, -, , , , , , , 
28099	Пятая команда	, Пятый элемент , , , , , , , 
28100	Перманентное Авокадо	, Авокадо , , , , , , , 
28101	ЭПОС	, -, , , , , , , 
28102	Jingle Daniel's	, -, , , , , , , 
28103	Кря-кря	, -, , , , , , , 
28104	Акадий Северный	, Аркадий Северный , , , , , , , 
28105	Неприятные туристы	, -, , , , , , , 
28106	Сопротивление	, -, , , , , , , 
28107	Серпентарий	, -, , , , , , , 
28108	Слабоумие и отвага	, -, , , , , , , 
28109	Я и Диод	, Идиот, , , , , , , 
28110	А я думал, Сова	, -, , , , , , , 
28111	Кладбище домашних работ	, Кладбище домашних животных , , , , , , , 
28112	Неторопливое барахло	, Накопленные барахло , , , , , , , 
28113	БеЗ косяка	, -, , , , , , , 
28114	George Charlesovich	, Джордж Чарльз, , , , , , , 
28115	МИГ	, -, , , , , , , 
28116	Макси-Ум	, Максимум , , , , , , , 
28117	Львы	, -, , , , , , , 
28118	Дом Йоги	, -, , , , , , , 
28119	Пармезанская башня	, Пезанская башня, , , , , , , 
28120	Голый пистолет 2.0	, Чёрный пистолет , , , , , , , 
28121	неСВЕТЛЫЕ головы	, Светлые головы , , , , , , , 
28122	Дырявая память	, Дырявая голова , , , , , , , 
28123	Лес рук	, -, , , , , , , 
28124	Женя	, -, , , , , , , 
28125	Ok, Google 	, -, , , , , , , 
28126	Ходячие мудрецы	, Ходячие мертвецы , , , , , , , 
